Kreisschluessel,Year,unemployment_rate,pop_total,pop_male,share_18_25,share_female_18_25,share_female_25_30,share_25_30,gdp_per_capita,haushalte_mit_hohem_einkommen,haushalte_mit_mittlerem_einkommen,haushalte_mit_niedrigem_einkommen,monatliches_haushaltseinkommen,sgb2_quote_2010_2023,share_males,pop_18_25_est,pop_25_30_est,pop_fem_18_25_est,pop_fem_25_30_est,youth_18_29_total,youth_18_29_female,youth_18_29_male,share_youth_18_29,share_males_within_youth,school_leavers_no_qual
01001,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01001,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01001,2003,13.68,85300,41424,10.52,53.88,45.54,7.32,31.71,NA,NA,NA,1219.32,NA,48.56271981242673,8973.56,6243.96,4834.954128,2843.4993839999997,15217.52,7678.453512,7539.066488,17.84,49.54201793721973,7.54
01001,2004,14.02,85762,41816,11.12,52.79,45.88,7.45,33.44,NA,NA,NA,1212.81,NA,48.7581912735244,9536.7344,6389.268999999999,5034.44208976,2931.3966172,15926.003399999998,7965.83870696,7960.1646930399975,18.569999999999997,49.982186322024766,8.63
01001,2005,18.28,86080,41968,11.32,52.98,46.5,7.7,33.7,NA,NA,NA,1269.74,NA,48.754646840148695,9744.256000000001,6628.16,5162.5068288,3082.0944,16372.416000000001,8244.6012288,8127.814771200001,19.02,49.64334384858044,9.29
01001,2006,15.39,86630,42358,11.35,53,46.76,8.01,34.88,NA,NA,NA,1311.96,NA,48.89530185847858,9832.505,6939.063,5211.22765,3244.7058588,16771.568,8455.9335088,8315.634491199999,19.36,49.58173553719008,8.9
01001,2007,12.5,87792,43170,11.42,52.46,46.37,8.39,34.76,NA,NA,NA,1357.65,NA,49.17304537998907,10025.8464,7365.7488,5259.55902144,3415.49771856,17391.5952,8675.05674,8716.53846,19.81,50.11925795053004,9.01
01001,2008,11.46,88718,43774,11.64,51.67,46.57,8.63,35.01,NA,NA,NA,1347.27,NA,49.34060731756802,10326.7752,7656.3634,5335.8447458400005,3565.56843538,17983.1386,8901.413181220001,9081.725418779997,20.27,50.50133695115934,7.22
01001,2009,12.94,88502,43648,11.66,51.59,46.63,8.77,33.83,NA,NA,NA,1346.54,NA,49.31865946532282,10319.3332,7761.6254,5323.743997879999,3619.2459240200005,18080.958599999998,8942.9899219,9137.968678099998,20.43,50.539182574645125,7.17
01001,2010,12.7,88759,43759,11.66,51.52,47.07,8.78,33.95,NA,NA,NA,1331.17,15.64,49.300915963451594,10349.2994,7793.0401999999995,5331.95905088,3668.18402214,18142.3396,9000.14307302,9142.196526979998,20.44,50.39149706457925,6.7
01001,2011,11.89,82801,40713,10.96,51.12,47.33,7.83,36.81,NA,NA,NA,1457.59,16.67,49.16969601816403,9074.9896,6483.3183,4639.13468352,3068.55455139,15558.3079,7707.68923491,7850.61866509,18.79,50.45933475252794,6.77
01001,2012,11.34,83462,41034,11.27,51.73,46.65,7.85,37.44,NA,NA,NA,1491.13,16.61,49.1648894107498,9406.1674,6551.767,4865.81039602,3056.3993054999996,15957.9344,7922.20970152,8035.72469848,19.12,50.35566945606694,6.11
01001,2013,11.1,83971,41344,11.49,51.55,46.07,7.98,37.58,16.05,48.08,35.87,1493.48,16.18,49.236045777708966,9648.2679,6700.885800000001,4973.68210245,3087.0980880600005,16349.153700000003,8060.7801905100005,8288.373509490002,19.470000000000002,50.69604006163328,7.57
01001,2014,10.55,84694,41826,11.72,51.47,45.67,8.27,37.58,16.12,48.2,35.67,1491.99,15.93,49.38484426287577,9926.1368,7004.1938,5108.98261096,3198.81530846,16930.3306,8307.79791942,8622.532680580001,19.990000000000002,50.92949974987494,6.07
01001,2015,9.96,85942,42767,11.81,51.62,44.38,8.75,39.19,16.22,48.54,35.24,1507.52,15.07,49.76263061134254,10149.7502,7519.924999999999,5239.30105324,3337.3427149999998,17669.675199999998,8576.64376824,9093.031431759999,20.56,51.46122568093385,8.53
01001,2016,9.03,87432,43617,11.94,51.41,44.39,8.88,39.54,16.41,48.83,34.75,1487.67,15.23,49.886769146307984,10439.380799999999,7763.9616000000005,5366.885669279999,3446.4225542400004,18203.3424,8813.30822352,9390.034176480001,20.820000000000004,51.58412103746398,5.18
01001,2017,8.95,88519,44086,11.95,51.66,44.55,9.06,41.41,16.71,49.2,34.09,1531.61,16.16,49.803996882025324,10578.020499999999,8019.8214,5464.605390299998,3572.8304336999995,18597.8419,9037.435823999998,9560.406076000001,21.009999999999998,51.40599714421704,8.46
01001,2018,8.31,89504,44599,12.02,51.86,45.1,9,41.69,17.12,49.69,33.18,1554.13,15.99,49.829057919199144,10758.3808,8055.36,5579.29628288,3632.96736,18813.7408,9212.26364288,9601.47715712,21.02,51.03438629876308,7.04
01001,2019,7.96,90164,44904,11.94,51.84,45.42,8.96,44.04,17.71,50.27,32.02,1609.04,15.25,49.80258196175858,10765.5816,8078.694400000001,5580.877501440001,3669.3429964800007,18844.276,9250.220497920001,9594.05550208,20.900000000000002,50.912306220095694,8.57
01001,2020,9.06,89934,44797,11.56,51.34,45.5,8.89,43.44,18.19,50.73,31.08,1620.99,15.33,49.8109724909378,10396.370400000002,7995.132600000001,5337.496563360001,3637.7853330000007,18391.503000000004,8975.281896360002,9416.221103640002,20.450000000000003,51.19875794621027,7.53
01001,2021,8.45,91113,45336,11.43,52.15,46.46,9,43.82,19.48,50.55,29.96,1644.92,14.08,49.75799282210003,10414.2159,8200.17,5431.013591849999,3809.7989820000003,18614.3859,9240.812573849998,9373.573326150003,20.43,50.35660792951543,8.81
01001,2022,7.69,96217,47482,10.76,53.2,48.44,8.56,45.25,21.13,50.34,28.53,1680.57,12.94,49.34886766371847,10352.949200000001,8236.175200000001,5507.768974400001,3989.603266880001,18589.1244,9497.372241280002,9091.752158719999,19.32,48.90898550724637,8.09
01001,2023,7.88,96431,47553,10.39,53.38,49.03,8.58,NA,23.03,49.82,27.15,NA,12.93,49.3129802656822,10019.180900000001,8273.7798,5348.238764420001,4056.63423594,18292.960700000003,9404.873000360001,8888.087699640002,18.970000000000002,48.587474960463894,8.5
01002,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01002,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01002,2003,13.42,233039,113211,9.57,54.49,48.98,8.15,35.12,NA,NA,NA,1259.87,NA,48.5802805538987,22301.832300000002,18992.6785,12152.268420270002,9302.6139293,41294.510800000004,21454.88234957,19839.628450430002,17.720000000000002,48.04422686230249,9.96
01002,2004,13.61,233329,113447,9.91,54.32,49.37,8.2,35.05,NA,NA,NA,1262.26,NA,48.621045819422356,23122.9039,19132.978,12560.361398480001,9445.951238599999,42255.8819,22006.312637080002,20249.56926292,18.11,47.921303147432354,10.62
01002,2005,16.9,234433,114145,10.1,54.16,49.95,8.39,35.32,NA,NA,NA,1293.39,NA,48.68981755981453,23677.732999999997,19668.9287,12823.860192799997,9824.629885650002,43346.6617,22648.49007845,20698.17162155,18.49,47.75032449972959,10.12
01002,2006,14.73,235366,114797,10.28,54.04,49.66,8.61,36.79,NA,NA,NA,1307.05,NA,48.77382459658574,24195.624799999998,20265.0126,13075.315641919999,10063.60525716,44460.63739999999,23138.920899079996,21321.716500919996,18.889999999999997,47.95638962413975,11.73
01002,2007,12.63,236902,115605,10.55,54.12,50.03,8.81,36.52,NA,NA,NA,1335.76,NA,48.79865936125486,24993.161000000004,20871.0662,13526.298733200003,10441.79441986,45864.22720000001,23968.093153060003,21896.134046940006,19.360000000000003,47.741203512396694,10.84
01002,2008,11.39,237579,116071,10.7,54.25,49.96,8.9,38.54,NA,NA,NA,1356.87,NA,48.85574903505781,25420.952999999998,21144.531000000003,13790.867002499997,10563.807687600001,46565.484,24354.6746901,22210.809309899996,19.599999999999998,47.698010204081626,8.88
01002,2009,10.9,238281,116559,10.75,53.8,50.39,9.11,38.72,NA,NA,NA,1364.78,NA,48.916615256776666,25615.2075,21707.3991,13780.981634999998,10938.35840649,47322.6066,24719.34004149,22603.26655851,19.86,47.76420443101712,7.11
01002,2010,10.75,239526,117297,10.85,53.43,50.33,9.14,38.14,NA,NA,NA,1369.7,16.71,48.97046667167656,25988.571,21892.676400000004,13885.6934853,11018.584032120001,47881.24740000001,24904.27751742,22976.969882580008,19.990000000000002,47.987408704352184,7.31
01002,2011,11.06,237667,114654,11.46,54.45,51.63,9.54,40.17,NA,NA,NA,1414.79,16.66,48.24144706669416,27236.6382,22673.431799999995,14830.3494999,11706.292838339998,49910.06999999999,26536.642338239995,23373.427661759997,20.999999999999996,46.83108571428571,6.92
01002,2012,10.12,239866,115982,11.55,54.23,51.42,9.64,40.25,NA,NA,NA,1444.68,16.29,48.35283033026773,27704.523,23123.0824,15024.1628229,11889.88897008,50827.6054,26914.051792979997,23913.553607020003,21.19,47.048357715903734,7.01
01002,2013,10.2,241533,117071,11.44,53.76,50.8,9.81,41.9,13.26,47.28,39.47,1486.06,16.13,48.469981327603264,27631.375200000002,23694.387300000002,14854.62730752,12036.748748400001,51325.762500000004,26891.376055920002,24434.386444080003,21.250000000000004,47.60647529411765,7.69
01002,2014,10.08,243148,118032,11.31,53.39,50.47,9.95,42.94,13.31,47.44,39.24,1465.81,16.38,48.543274055307876,27500.038800000002,24193.226,14682.270715320003,12210.3211622,51693.264800000004,26892.591877520004,24800.67292248,21.26,47.97660395108184,7.8
01002,2015,9.87,246306,119835,11.1,53.21,50.03,10.27,42.88,13.4,47.81,38.79,1495.32,16.41,48.65289517916737,27339.966,25295.6262,14547.5959086,12655.401787859999,52635.5922,27202.99769646,25432.59450354,21.37,48.31824520355639,6.54
01002,2016,9.66,247441,120473,11.03,52.57,50.08,10.27,44.1,13.56,48.14,38.3,1524.34,17.05,48.68756592480632,27292.742299999998,25412.1907,14347.79462711,12726.42510256,52704.933,27074.219729670003,25630.713270329994,21.3,48.63057746478872,6.38
01002,2017,9.08,247943,120809,11,52.17,49.98,10.15,45.92,13.82,48.57,37.61,1565.91,16.91,48.72450522902441,27273.73,25166.214500000002,14228.704941000002,12578.0740071,52439.9445,26806.7789481,25633.165551899998,21.15,48.88099290780142,7.32
01002,2018,8.18,247548,120566,11.08,52.06,49.8,9.89,47.93,14.19,49.15,36.66,1638.27,16.41,48.70408971189426,27428.3184,24482.4972,14279.182559040002,12192.283605600001,51910.8156,26471.466164640005,25439.349435359996,20.97,49.005875059608954,8.58
01002,2019,7.59,246794,120198,10.88,52.09,49.32,9.75,49.2,14.71,49.84,35.45,1687.89,15.49,48.703777239317006,26851.1872,24062.415,13986.783412480001,11867.583078000001,50913.6022,25854.366490480003,25059.23570952,20.630000000000003,49.21913717886572,9.02
01002,2020,8.48,246601,120045,10.89,52.13,49.28,9.42,48.7,15.14,50.41,34.46,1737.95,15.42,48.67985125769969,26854.8489,23229.8142,13999.43273157,11447.65243776,50084.663100000005,25447.08516933,24637.577930670006,20.310000000000002,49.19186115214181,8.71
01002,2021,8,246243,119860,10.69,52.37,49.13,9.38,50.64,16.95,49.41,33.64,1787.17,14.25,48.67549534403008,26323.376699999997,23097.5934,13785.552377789996,11347.847637420002,49420.9701,25133.400015209998,24287.57008479,20.07,49.14426008968611,8.48
01002,2022,7.44,250064,122186,10.51,52.41,48.89,9.33,52.75,18.53,49.31,32.16,1849.88,14.11,48.861891355812915,26281.7264,23330.9712,13774.25280624,11406.51181968,49612.6976,25180.764625919997,24431.932974080002,19.84,49.245322580645166,9.34
01002,2023,7.56,251751,123080,10.42,52.62,48.85,9.52,NA,20.04,49.17,30.79,NA,14.03,48.88957739989116,26232.4542,23966.6952,13803.51740004,11707.730605199999,50199.149399999995,25511.24800524,24687.901394759996,19.939999999999998,49.17991975927783,10.72
01003,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01003,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01003,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01003,2003,13.68,212754,101093,8.17,51.89,49.68,6.15,31.65,NA,NA,NA,1326.17,NA,47.51638042057964,17382.0018,13084.371000000001,9019.52073402,6500.315512800001,30466.372799999997,15519.83624682,14946.536553179998,14.32,49.05912709497207,11.9
01003,2004,13.98,211874,100625,8.23,51.75,50.21,6.16,31.16,NA,NA,NA,1349.45,NA,47.492849523773565,17437.230199999998,13051.438400000001,9023.766628499998,6553.12722064,30488.668599999997,15576.893849139997,14911.77475086,14.39,48.909235580264074,11.72
01003,2005,18.31,211825,100752,8.29,51.65,50.69,6.28,31.74,NA,NA,NA,1378.74,NA,47.563790865100906,17560.292499999996,13302.610000000002,9069.891076249996,6743.093009000001,30862.902499999997,15812.984085249998,15049.918414749998,14.57,48.763781743308165,13.41
01003,2006,15.23,211213,100490,8.37,51.34,50.86,6.31,32.1,NA,NA,NA,1393.92,NA,47.577563881011116,17678.5281,13327.540299999997,9076.156326540002,6778.386996579998,31006.068399999996,15854.54332312,15151.525076879996,14.679999999999998,48.86632152588555,12.17
01003,2007,13.12,211541,100666,8.47,51.31,50.95,6.54,33.35,NA,NA,NA,1409.5,NA,47.586992592452525,17917.5227,13834.7814,9193.48089737,7048.821123300001,31752.3041,16242.302020670002,15510.00207933,15.010000000000002,48.84685542971352,10.65
01003,2008,12.22,210892,100489,8.58,51.14,50.73,6.58,33.85,NA,NA,NA,1422.73,NA,47.649507804942814,18094.5336,13876.693599999999,9253.54448304,7039.646663279999,31971.227199999998,16293.191146319998,15678.03605368,15.159999999999998,49.03795514511874,9.76
01003,2009,12.29,209818,99747,8.76,51.45,50.46,6.56,33.02,NA,NA,NA,1424.41,NA,47.539772564794255,18380.0568,13764.060799999997,9456.5392236,6945.34507968,32144.117599999998,16401.88430328,15742.233296719998,15.32,48.97391644908616,7.67
01003,2010,11.17,210232,100054,8.84,51.55,49.99,6.59,34.84,NA,NA,NA,1416.99,18,47.59218387305453,18584.5088,13854.2888,9580.314286399998,6925.75897112,32438.797599999998,16506.073257519998,15932.72434248,15.43,49.116260531432275,8.69
01003,2011,11.01,210679,100056,8.44,50.81,49.5,6.51,35.84,NA,NA,NA,1444.91,17.48,47.49215631363354,17781.307599999996,13715.202899999998,9034.682391559998,6789.025435499999,31496.510499999997,15823.707827059996,15672.80267294,14.95,49.760441471571916,9.72
01003,2012,10.42,211713,100816,8.45,50.66,49.05,6.59,36.98,NA,NA,NA,1481.65,17.08,47.619182572633704,17889.748499999998,13951.886700000001,9062.946590099999,6843.40042635,31841.635199999997,15906.34701645,15935.288183549997,15.039999999999997,50.04544547872341,9.57
01003,2013,10.4,212958,101689,8.36,49.96,49.33,6.76,37.73,14.5,47.28,38.22,1489.36,17.02,47.750730190929666,17803.2888,14395.960799999999,8894.523084479999,7101.527462639999,32199.249599999996,15996.050547119998,16203.199052879998,15.119999999999997,50.321666666666665,8.57
01003,2014,10.13,214420,102519,8.35,50.01,49.21,6.9,36.57,14.57,47.45,37.99,1507.65,16.75,47.81223766439698,17904.07,14794.980000000001,8953.825407,7280.609658,32699.050000000003,16234.435065000001,16464.614935,15.250000000000002,50.351967213114754,11.53
01003,2015,9.9,216253,103683,8.28,49.39,48.99,7.07,37.98,14.65,47.81,37.54,1572.58,16.38,47.945230817607154,17905.7484,15289.0871,8843.64913476,7490.123770290001,33194.8355,16333.772905050002,16861.06259495,15.35,50.79423452768729,9.6
01003,2016,9.07,216712,103921,8.29,49.94,49.33,7.04,37.23,14.83,48.13,37.04,1579.43,16.46,47.9535051127764,17965.424799999997,15256.524800000001,8971.933145119998,7526.04368384,33221.9496,16497.976828959996,16723.972771040004,15.329999999999998,50.34013046314417,7.52
01003,2017,8.6,216318,103884,8.19,49.28,49.44,6.97,42.35,15.11,48.54,36.35,1660.43,16.06,48.02374282306604,17716.4442,15077.364599999999,8730.66370176,7454.249058239999,32793.8088,16184.91276,16608.89604,15.159999999999998,50.64643799472296,11.1
01003,2018,7.78,217198,104371,8.4,49.88,49.19,6.91,43.33,15.5,49.08,35.41,1700.01,15.06,48.05338907356421,18244.632,15008.3818,9100.422441600002,7382.623007419999,33253.0138,16483.04544902,16769.96835098,15.310000000000002,50.43142390594383,9.97
01003,2019,7.28,216530,104032,8.25,50.17,48.71,6.92,45.53,16.06,49.71,34.22,1765.68,14.3,48.04507458550778,17863.725000000002,14983.876,8962.230832500001,7298.6459996,32847.601,16260.876832100003,16586.7241679,15.17,50.495998681608434,11.84
01003,2020,8.14,215846,103623,8.12,50.57,48.9,6.76,44.61,16.52,50.23,33.25,1808.83,14.15,48.00783892219453,17526.6952,14591.189599999998,8863.24976264,7135.091714399999,32117.884799999996,15998.341477039998,16119.543322959998,14.879999999999999,50.188682795698924,10.37
01003,2021,8.08,216277,104005,8.04,50.86,48.32,6.83,51.77,17.83,50.21,31.96,1855.25,12.96,48.08879353791665,17388.670799999996,14771.7191,8843.877968879997,7137.69466912,32160.389899999995,15981.572637999998,16178.817261999997,14.869999999999997,50.30665770006725,8.28
01003,2022,7.59,216097,103701,7.85,51.5,48.99,6.8,57.56,18.98,49.83,31.19,1948.54,13.17,47.98817197832455,16963.6145,14694.596000000001,8736.2614675,7198.882580400001,31658.2105,15935.144047900001,15723.0664521,14.649999999999999,49.665051194539245,11.34
01003,2023,7.88,217061,104263,7.86,50.87,49.1,6.97,NA,20.56,49.52,29.93,NA,13.11,48.033962803083,17060.9946,15129.1517,8678.92795302,7428.4134847000005,32190.1463,16107.34143772,16082.80486228,14.830000000000002,49.96188806473364,11.07
01004,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01004,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01004,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01004,2003,13.4,78951,38397,7.8,48.56,49.04,5.6,28.18,NA,NA,NA,1286.54,NA,48.63396283770947,6158.178,4421.255999999999,2990.4112368,2168.1839423999995,10579.434,5158.5951792,5420.8388208,13.399999999999999,51.23940298507462,12.59
01004,2004,13.52,78555,38295,7.84,49.07,48.44,5.57,27.26,NA,NA,NA,1260.77,NA,48.749283941187706,6158.7119999999995,4375.5135,3022.0799784,2119.4987394,10534.2255,5141.5787178,5392.6467822,13.41,51.191677852348995,11.81
01004,2005,15.65,78072,38064,7.99,49.07,48.39,5.54,27.55,NA,NA,NA,1296.05,NA,48.754995388871805,6237.9528,4325.1888,3060.96343896,2092.95886032,10563.141599999999,5153.9222992800005,5409.2193007199985,13.529999999999998,51.20843311160384,8.72
01004,2006,14.36,77936,38103,8.16,48.84,47.62,5.6,29.1,NA,NA,NA,1315.24,NA,48.89011496612605,6359.5776000000005,4364.415999999999,3106.0176998400007,2078.3348991999997,10723.9936,5184.35259904,5539.6410009599995,13.76,51.65651162790697,8.88
01004,2007,11.63,77595,38006,8.4,49,46.71,5.6,30.66,NA,NA,NA,1344.6,NA,48.979960048972224,6517.9800000000005,4345.32,3193.8102000000003,2029.698972,10863.3,5223.509172,5639.790827999999,13.999999999999998,51.916,8.38
01004,2008,11,77100,37705,8.64,48.79,46.49,5.53,31.18,NA,NA,NA,1356.21,NA,48.90402075226978,6661.4400000000005,4263.63,3250.1165760000004,1982.1615870000003,10925.07,5232.278163000001,5692.791836999999,14.17,52.10760056457303,9.84
01004,2009,11.33,76897,37718,8.86,48.75,45.96,5.59,30.83,NA,NA,NA,1358.52,NA,49.050027959478264,6813.0742,4298.5423,3321.3736725,1975.61004108,11111.6165,5296.98371358,5814.63278642,14.45,52.32931487889273,5.81
01004,2010,11.47,76830,37734,8.97,47.86,46.9,5.6,31.84,NA,NA,NA,1352.76,18.16,49.11362748926201,6891.651,4302.48,3298.3441685999996,2017.8631199999998,11194.131,5316.2072886,5877.9237114,14.57,52.50897735072066,5.84
01004,2011,11.23,77201,37769,8.83,48.28,48.14,5.69,33.9,NA,NA,NA,1375.46,17.51,48.922941412676,6816.848300000001,4392.736900000001,3291.1743592400003,2114.6635436600004,11209.585200000001,5405.837902900001,5803.747297100001,14.520000000000003,51.77486225895317,7.79
01004,2012,11.03,76951,37546,8.68,48.58,48.7,5.64,34.35,NA,NA,NA,1422.11,17.73,48.7920884718847,6679.3468,4340.0364,3244.82667544,2113.5977268,11019.3832,5358.42440224,5660.95879776,14.32,51.372737430167604,5.24
01004,2013,11.1,77058,37585,8.45,48.4,48.55,5.9,35.97,16.72,47.51,35.78,1448.35,17.92,48.774948739910194,6511.400999999999,4546.4220000000005,3151.5180839999994,2207.287881,11057.823,5358.805965,5699.017035000001,14.350000000000001,51.53832752613241,8.83
01004,2014,10.92,77588,37940,8.12,48.03,48.9,6.14,37.91,16.79,47.63,35.58,1488.98,17.85,48.89931432695778,6300.1456,4763.9032,3025.95993168,2329.5486647999996,11064.0488,5355.50859648,5708.54020352,14.26,51.59539971949509,6.07
01004,2015,10.23,79197,39118,8.31,46.25,47.14,6.55,38.33,16.89,47.96,35.15,1489.35,16.11,49.393285099183046,6581.270700000001,5187.4035,3043.8376987500005,2445.3420099,11768.674200000001,5489.179708650001,6279.49449135,14.860000000000001,53.35770524899057,6.89
01004,2016,9.56,79680,39438,8.26,46.51,46.41,6.58,39.54,17.1,48.25,34.66,1551.41,16.3,49.49548192771084,6581.567999999999,5242.9439999999995,3061.0872767999995,2433.2503103999998,11824.511999999999,5494.3375872,6330.174412799999,14.839999999999998,53.534339622641504,6.09
01004,2017,9.21,79335,39190,8.19,47.15,47.35,6.47,42.05,17.41,48.6,33.99,1565,15.6,49.398121888195625,6497.5365,5132.974499999999,3063.58845975,2430.4634257499997,11630.510999999999,5494.051885499999,6136.4591144999995,14.659999999999998,52.76173260572988,7.21
01004,2018,8.34,79487,39241,8.25,47.39,48.25,6.5,43.16,17.85,49.07,33.09,1656.58,14.51,49.36782115314454,6557.677500000001,5166.655,3107.68336725,2492.9110375,11724.3325,5600.59440475,6123.738095250001,14.75,52.23101694915254,9.36
01004,2019,7.9,80196,39723,8.38,47.19,47.04,6.36,43.9,18.46,49.59,31.95,1669.77,14.16,49.53239563070477,6720.424800000001,5100.4656,3171.3684631200003,2399.25901824,11820.8904,5570.62748136,6250.26291864,14.74,52.87472184531886,10.37
01004,2020,8.92,79905,39558,8.27,47.4,46.02,6.01,45.05,18.96,50.02,31.01,1713.98,14.05,49.50628871785245,6608.143499999999,4802.2905,3132.2600189999994,2210.0140881,11410.434,5342.2741071,6068.159892899999,14.279999999999998,53.18079831932773,7.23
01004,2021,8.71,79496,39382,8.02,47.41,45.96,5.89,49.29,20.74,50.03,29.23,1763.37,13.37,49.53959947670323,6375.579199999999,4682.314399999999,3022.6620987199994,2151.9916982399996,11057.8936,5174.6537969599995,5883.23980304,13.91,53.20398274622574,7.36
01004,2022,7.77,78858,38981,7.81,47.26,46.7,5.95,51.92,22.34,49.85,27.81,1879.32,13.57,49.431890233077176,6158.8098,4692.051,2910.65351148,2191.1878170000005,10850.8608,5101.841328480001,5749.01947152,13.76,52.98215116279069,9.51
01004,2023,8.34,79461,39444,7.84,46.68,45.94,6.18,NA,24.21,49.35,26.44,NA,13.44,49.6394457658474,6229.7424,4910.689799999999,2908.04375232,2255.9708941199997,11140.4322,5164.0146464399995,5976.41755356,14.02,53.646191155492154,12.69
01051,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01051,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01051,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01051,2003,10.5,137428,67526,7.12,48.23,48.1,4.73,21.93,NA,NA,NA,1269.66,NA,49.135547341153185,9784.8736,6500.3444,4719.24453728,3126.6656564000004,16285.218,7845.910193680001,8439.307806320001,11.850000000000001,51.82189029535865,10.6
01051,2004,11.14,137398,67502,7.15,48.12,48.91,4.72,30.39,NA,NA,NA,1310.53,NA,49.128808279596505,9823.957,6485.1856,4727.2881084,3171.9042769599996,16309.1426,7899.19238536,8409.95021464,11.87,51.565863521482726,10.73
01051,2005,13.74,137261,67409,7.21,47.76,49.91,4.7,21.36,NA,NA,NA,1335.31,NA,49.11008953745055,9896.5181,6451.267,4726.577044559999,3219.8273596999998,16347.7851,7946.404404259999,8401.380695740001,11.91,51.39155331654073,12.17
01051,2006,11.78,136829,67209,7.38,47.8,49.95,4.68,23.39,NA,NA,NA,1354.74,NA,49.118973317059975,10097.9802,6403.597199999999,4826.8345356,3198.5968014,16501.5774,8025.431337,8476.146062999998,12.059999999999999,51.365671641791046,10.05
01051,2007,10.01,136451,67087,7.47,47.54,49.68,4.64,21.65,NA,NA,NA,1391.43,NA,49.16563455013155,10192.8897,6331.3264,4845.69976338,3145.40295552,16524.216099999998,7991.1027189,8533.113381099998,12.11,51.64004954582989,9.92
01051,2008,9.66,135759,66700,7.6,47.81,49.44,4.64,23.98,NA,NA,NA,1435.3,NA,49.13118098984229,10317.684,6299.2176,4932.8847204,3114.33318144,16616.901599999997,8047.21790184,8569.683698159997,12.239999999999998,51.57209150326797,8.84
01051,2009,9.64,135279,66421,7.68,47.68,50.02,4.68,22.35,NA,NA,NA,1436.27,NA,49.09926891830957,10389.427199999998,6331.057199999999,4953.678888959999,3166.7948114399996,16720.484399999998,8120.473700399999,8600.0106996,12.36,51.43398058252428,7.2
01051,2010,8.48,134798,66318,7.72,47.33,49.05,4.67,23.99,NA,NA,NA,1463.32,11.93,49.198059318387514,10406.405599999998,6295.0666,4925.351770479999,3087.7301673,16701.472199999997,8013.081937779999,8688.390262219997,12.389999999999997,52.02170298627925,7.44
01051,2011,8.45,133487,65393,7.58,47.39,47.91,4.59,25.41,NA,NA,NA,1533.62,11.59,48.98829099462869,10118.314600000002,6127.0533,4795.069288940001,2935.4712360299995,16245.367900000001,7730.54052497,8514.827375030001,12.17,52.413878389482335,9.3
01051,2012,8.04,132965,65216,7.52,47.38,47.5,4.67,26.64,NA,NA,NA,1581.76,11.73,49.04749370134998,9998.967999999999,6209.4655,4737.511038399999,2949.4961125,16208.4335,7687.007150899999,8521.4263491,12.19,52.57402789171452,9.95
01051,2013,7.6,132665,65120,7.56,47.17,48.5,4.77,27.18,19.4,46.76,33.84,1623.89,11.54,49.08604379452003,10029.474,6328.120499999999,4730.9028858,3069.1384424999997,16357.5945,7800.0413283,8557.5531717,12.33,52.315474452554746,8.56
