Kreisschluessel,Year,unemployment_rate,pop_total,pop_male,share_18_25,share_female_18_25,share_female_25_30,share_25_30,gdp_per_capita,haushalte_mit_hohem_einkommen,haushalte_mit_mittlerem_einkommen,haushalte_mit_niedrigem_einkommen,monatliches_haushaltseinkommen,sgb2_quote_2010_2023,share_males,pop_18_25_est,pop_25_30_est,pop_fem_18_25_est,pop_fem_25_30_est,youth_18_29_total,youth_18_29_female,youth_18_29_male,share_youth_18_29,share_males_within_youth,school_leavers_no_qual
08311,2016,5.85,227590,108503,11.94,56.24,51.88,10.42,48.46,14.51,47.05,38.44,1763.74,8.45,47.67476602662683,27174.246,23714.878,15282.7959504,12303.2787064,50889.123999999996,27586.0746568,23303.049343199997,22.36,45.791806797853305,6.94
08311,2017,5.3,229636,109537,11.9,55.58,52.26,10.32,50.04,14.89,47.55,37.56,1815.86,8.08,47.7002734762842,27326.684,23698.4352,15188.1709672,12384.80223552,51025.1192,27572.97320272,23452.14599728,22.220000000000002,45.961962196219616,11.33
08311,2018,4.92,230241,109829,11.74,55.85,52.57,10.14,52.15,15.37,48.2,36.44,1887.64,7.76,47.70175598611889,27030.293400000002,23346.437400000003,15096.4188639,12273.222141180002,50376.730800000005,27369.641005080004,23007.08979492,21.880000000000003,45.67007312614259,6.52
08311,2019,4.89,231195,110333,11.63,56.1,52.33,9.92,55.3,15.87,48.76,35.37,1907.87,7.29,47.72291788317221,26887.978500000005,22934.543999999998,15084.155938500004,12001.646875199998,49822.52250000001,27085.8028137,22736.719686300006,21.550000000000004,45.63542459396752,7.47
08311,2020,5.68,230940,110242,11.22,56.06,52.4,9.61,55.33,16.29,49.21,34.5,1937.99,7.55,47.73620853901446,25911.468,22193.334,14525.9689608,11629.307016,48104.801999999996,26155.275976800003,21949.526023199993,20.83,45.628554968794994,5.08
08311,2021,5.45,231848,110660,11.23,56.58,51.99,9.53,58.51,17.71,48.17,34.12,1976.77,7.06,47.72954694454988,26036.530400000003,22095.1144,14731.468900320002,11487.24997656,48131.6448,26218.718876880004,21912.925923119998,20.76,45.527066473988434,7.18
08311,2022,4.95,235003,112096,11.66,57.29,52.54,9.67,62.16,19.35,47.39,33.27,2098.61,7.44,47.69981659808598,27401.3498,22724.7901,15698.233300419999,11939.604718539998,50126.139899999995,27637.83801896,22488.301881039995,21.33,44.86342240975152,8.25
08311,2023,5.16,236236,112446,11.52,57.68,53.01,9.82,NA,21.02,46.67,32.32,NA,7.42,47.59901115833319,27214.3872,23198.375200000002,15697.25853696,12297.458693520002,50412.76240000001,27994.717230480004,22418.045169520003,21.340000000000003,44.468987816307404,10.06
08315,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08315,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08315,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08315,2003,5.13,247002,120161,8.04,49.72,50.69,5.2,19.67,NA,NA,NA,1471.55,NA,48.647784228467785,19858.960799999997,12844.104000000001,9873.875309759998,6510.6763176,32703.0648,16384.55162736,16318.51317264,13.239999999999998,49.8990332326284,7.1
08315,2004,5,248400,121017,8.09,49.87,50.12,5.17,19.68,NA,NA,NA,1513.4,NA,48.718599033816425,20095.56,12842.279999999999,10021.655772,6436.550735999999,32937.84,16458.206508,16479.633491999997,13.26,50.03252639517345,5.38
08315,2005,5.63,249535,121781,8.03,49.78,50.27,5.25,19.6,NA,NA,NA,1537.44,NA,48.80317390346043,20037.660499999998,13100.5875,9974.7473969,6585.66533625,33138.248,16560.41273315,16577.83526685,13.28,50.02628765060242,4.68
08315,2006,5.06,250013,122092,7.99,49.61,49.96,5.28,20.78,NA,NA,NA,1572.29,NA,48.834260618447836,19976.0387,13200.6864,9910.11279907,6595.06292544,33176.7251,16505.17572451,16671.54937549,13.270000000000001,50.25073850791259,5.02
08315,2007,4.12,250183,122294,7.94,49,49.87,5.3,21.56,NA,NA,NA,1586.26,NA,48.881818508851524,19864.5302,13259.699,9733.619798,6612.6118913,33124.2292,16346.231689299999,16777.997510700003,13.240000000000002,50.651737160120845,4.85
08315,2008,3.85,250132,122241,7.93,48.94,49.85,5.3,22.09,NA,NA,NA,1642.3,NA,48.870596325140326,19835.4676,13256.996,9707.47784344,6608.6125059999995,33092.4636,16316.090349439999,16776.373250560006,13.23,50.69544973544975,3.28
08315,2009,4.29,250418,122379,7.99,48.94,49.95,5.26,21.08,NA,NA,NA,1622.78,NA,48.86988954468129,20008.3982,13171.9868,9792.11007908,6579.407406600001,33180.385,16371.51748568,16808.86751432,13.25,50.65904905660378,3.5
08315,2010,3.99,251266,122857,8.05,48.71,49.98,5.25,22.68,NA,NA,NA,1681.6,4.01,48.89519473386769,20226.913,13191.465,9852.5293223,6593.094206999999,33418.378,16445.6235293,16972.754470699998,13.299999999999997,50.78868421052631,4.09
08315,2011,3.5,246437,120118,7.95,48.6,50.35,5.06,24.79,NA,NA,NA,1798,3.77,48.74186911867942,19591.7415,12469.7122,9521.586369,6278.500092700001,32061.4537,15800.0864617,16261.367238299998,13.01,50.71936971560338,3.26
08315,2012,3.32,247711,120911,7.93,48.1,50.08,5.09,25.39,NA,NA,NA,1839.4,3.66,48.811316413078146,19643.4823,12608.4899,9448.5149863,6314.33174192,32251.9722,15762.84672822,16489.12547178,13.020000000000001,51.125944700460835,3.48
08315,2013,3.4,250137,122265,7.87,47.9,49.44,5.26,26.23,25.02,48.88,26.1,1854.05,3.87,48.879214190623536,19685.7819,13157.2062,9429.4895301,6504.92274528,32842.9881,15934.41227538,16908.575824620002,13.13,51.48306169078447,3.75
08315,2014,3.4,252749,123711,7.85,47.41,48.76,5.39,27.58,25.23,48.94,25.84,1907.94,3.87,48.946187719832714,19840.7965,13623.1711,9406.521620649999,6642.658228359999,33463.9676,16049.179849009997,17414.787750990006,13.240000000000002,52.040415407855,2.94
08315,2015,3.32,257343,126585,8.04,46.62,48.02,5.63,27.82,25.53,48.92,25.55,1931.63,3.72,49.189214394796046,20690.377199999995,14488.410899999999,9645.853850639996,6957.33491418,35178.78809999999,16603.188764819995,18575.599335179995,13.669999999999996,52.80340892465253,4.03
08315,2016,3.23,260416,128315,7.98,46.37,47.78,5.68,28.59,25.91,49.21,24.88,1966.24,3.91,49.27308613910051,20781.1968,14791.628799999999,9636.240956160002,7067.4402406399995,35572.8256,16703.6811968,18869.144403199996,13.66,53.04370424597364,3.97
08315,2017,3.01,262405,129454,7.92,45.79,48.12,5.68,29.02,26.42,49.4,24.18,2023.71,4.24,49.33366361159276,20782.476,14904.604,9516.295760399998,7172.095444799999,35687.08,16688.391205199998,18998.688794800004,13.600000000000001,53.23688235294119,6.85
08315,2018,2.78,262795,129641,7.67,46.27,47.42,5.62,29.8,27,49.65,23.35,2096.53,4.07,49.331608287828914,20156.376500000002,14769.079,9326.355406550003,7003.4972618,34925.455500000004,16329.852668350002,18595.60283165,13.290000000000003,53.243694507148234,4.86
08315,2019,2.7,263601,129954,7.49,46.8,47.62,5.59,31.13,27.66,49.82,22.53,2133.72,3.84,49.299509485927594,19743.714900000003,14735.2959,9240.0585732,7016.947907579999,34479.010800000004,16257.006480779999,18222.004319220003,13.080000000000002,52.849556574923554,4.57
08315,2020,3.35,264867,130620,7.21,46.62,47.86,5.58,30.37,28.18,49.94,21.88,2146.85,4.04,49.31531674387523,19096.9107,14779.5786,8902.97976834,7073.50631796,33876.4893,15976.4860863,17900.0032137,12.790000000000001,52.83901485535575,4.41
08315,2021,3.11,265792,131044,6.99,46.34,47.63,5.56,31.48,30.19,48.51,21.29,2194.32,3.79,49.30321454370335,18578.860800000002,14778.035199999998,8609.444094720002,7038.778165759999,33356.896,15648.22226048,17708.67373952,12.55,53.088494023904374,4.18
08315,2022,2.88,269631,132691,6.81,46.6,47.83,5.41,32.31,32.35,47.26,20.39,2296.14,4.55,49.21207131227492,18361.871099999997,14587.037100000001,8556.6319326,6976.979844930001,32948.9082,15533.61177753,17415.296422469997,12.219999999999999,52.85545826513911,4.3
08315,2023,3.17,271977,134174,6.88,46.41,47.12,5.43,NA,34.54,46.03,19.42,NA,4.52,49.33284799817631,18712.0176,14768.351099999998,8684.247368159999,6958.847038319998,33480.3687,15643.094406479997,17837.27429352,12.31,53.276815597075554,4.2
08316,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08316,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08316,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08316,2003,5.86,155160,75931,8.15,48.69,50.59,5.07,19.46,NA,NA,NA,1405.4,NA,48.93722608919825,12645.54,7866.612,6157.113426000001,3979.7190108,20512.152000000002,10136.832436800001,10375.3195632,13.22,50.581331316187594,6.69
08316,2004,5.83,156069,76469,8.2,49.17,49.89,5.15,20.07,NA,NA,NA,1426.11,NA,48.99691802984577,12797.657999999998,8037.553500000001,6292.608438599999,4009.9354411500003,20835.211499999998,10302.54387975,10532.667620249998,13.349999999999998,50.55224719101123,7.5
08316,2005,5.68,156728,76777,8.21,48.88,50.01,5.25,20.14,NA,NA,NA,1442.43,NA,48.987417691797255,12867.3688,8228.22,6289.56986944,4114.932822,21095.588799999998,10404.50269144,10691.086108559997,13.459999999999999,50.679249628528964,6.8
08316,2006,4.96,157265,77017,8.12,48.94,50.14,5.35,21.12,NA,NA,NA,1472.36,NA,48.97275299653451,12769.918,8413.6775,6249.5978692,4218.6178985,21183.5955,10468.2157677,10715.3797323,13.469999999999999,50.58338530066815,6.14
08316,2007,3.81,157629,77219,8.1,48.45,49.6,5.44,22.03,NA,NA,NA,1493.83,NA,48.98781315620857,12767.949,8575.017600000001,6186.071290500001,4253.208729600001,21342.9666,10439.280020100003,10903.686579899997,13.54,51.08796159527324,6.26
08316,2008,3.3,157667,77267,8.07,48.39,49.37,5.49,23.35,NA,NA,NA,1540.09,NA,49.00645030348773,12723.726900000001,8655.918300000001,6157.011446910001,4273.426864710001,21379.645200000003,10430.43831162,10949.206888380002,13.560000000000002,51.21323008849558,5.08
08316,2009,3.89,157791,77404,8.05,48.28,49.36,5.47,21.71,NA,NA,NA,1527.29,NA,49.05476231217243,12702.175500000001,8631.1677,6132.610331400001,4260.34437672,21333.343200000003,10392.95470812,10940.388491880003,13.520000000000001,51.283047337278106,6.22
08316,2010,3.56,158342,77746,8.12,48.33,48.66,5.36,23.52,NA,NA,NA,1583.46,4.08,49.10004926046153,12857.3704,8487.1312,6213.96711432,4129.838041919999,21344.5016,10343.80515624,11000.69644376,13.48,51.53878338278932,5.35
08316,2011,3.17,156723,76784,7.94,47.98,48.73,5.27,25.48,NA,NA,NA,1672.7,3.69,48.9934470371292,12443.806199999999,8259.302099999999,5970.5382147599985,4024.757913329999,20703.1083,9995.296128089998,10707.812171910002,13.209999999999999,51.720794852384564,6.67
08316,2012,2.99,157399,77128,7.9,48,48.75,5.34,25.86,NA,NA,NA,1720.89,3.58,49.00158196684858,12434.521,8405.1066,5968.57008,4097.4894675,20839.6276,10066.059547500001,10773.568052499999,13.239999999999998,51.69750755287008,4.81
08316,2013,3.2,158177,77621,7.76,47.65,48.93,5.39,26.78,24.87,49.7,25.43,1745.85,3.71,49.07224185564273,12274.5352,8525.7403,5848.8160228,4171.64472879,20800.2755,10020.460751589999,10779.81474841,13.15,51.825346007604566,5.81
08316,2014,3.26,159708,78416,7.74,47.87,48.39,5.45,28.26,25.1,49.74,25.17,1797.6,3.76,49.09960678237784,12361.3992,8704.086,5917.401797039999,4211.9072154,21065.4852,10129.309012439999,10936.17618756,13.19,51.91514025777104,6.01
08316,2015,3.14,162082,79920,7.9,47.35,47.45,5.66,29.77,25.4,49.71,24.89,1815.36,3.55,49.30837477326291,12804.478000000001,9173.8412,6062.920333000001,4352.987649400001,21978.3192,10415.907982400002,11562.4112176,13.56,52.60825958702065,4.76
08316,2016,3,163251,80536,7.79,47.08,47.51,5.67,29.72,25.82,49.97,24.21,1866.7,4.1,49.33262277107032,12717.2529,9256.3317,5987.28266532,4397.68319067,21973.584600000002,10384.96585599,11588.618744010002,13.460000000000003,52.73886329866271,6.41
08316,2017,2.73,164712,81348,7.74,46.46,47.54,5.62,31.31,26.35,50.14,23.51,1920.37,4.28,49.38802273058429,12748.7088,9256.8144,5923.050108480001,4400.68956576,22005.5232,10323.739674240001,11681.783525759998,13.36,53.08568862275448,6.81
08316,2018,2.55,165383,81772,7.62,46.64,47.57,5.54,32.64,26.95,50.38,22.67,2003.79,4.17,49.44401782529039,12602.1846,9162.2182,5877.65889744,4358.467197739999,21764.4028,10236.12609518,11528.27670482,13.16,52.96849544072949,8.75
08316,2019,2.53,166408,82244,7.39,46.91,47.22,5.54,33.71,27.62,50.52,21.86,2045.15,3.82,49.423104658429885,12297.551199999998,9219.0032,5768.781267919999,4353.21331104,21516.554399999997,10121.994578959999,11394.559821039998,12.929999999999996,52.95717710750193,6.63
08316,2020,3.22,166862,82600,7.16,46.27,47.4,5.41,33.97,28.15,50.63,21.21,2074.67,3.77,49.50198367513274,11947.3192,9027.2342,5528.02459384,4278.9090108,20974.5534,9806.93360464,11167.61979536,12.57,53.24365950676213,7.45
08316,2021,3.03,167945,83146,6.95,46.43,46.65,5.41,35.32,30.17,49.17,20.66,2114.33,3.34,49.50787460180416,11672.177500000002,9085.8245,5419.392013250001,4238.53712925,20758.002,9657.929142500001,11100.0728575,12.36,53.47370550161812,7.19
08316,2022,2.64,168004,82945,6.82,45.09,45.77,5.39,36.94,32.34,47.87,19.79,2241.47,4.19,49.370848313135404,11457.8728,9055.4156,5166.35484552,4144.663720120001,20513.288399999998,9311.01856564,11202.269834359997,12.209999999999999,54.60981981981982,10.04
08316,2023,2.8,169470,83878,6.93,45.01,45.48,5.48,NA,34.53,46.67,18.8,NA,4.17,49.494305776833656,11744.271,9286.956,5286.096377100001,4223.7075888,21031.227,9509.8039659,11521.423034099998,12.409999999999998,54.782457695406926,7.47
08317,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08317,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08317,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08317,2003,5.97,414292,203073,8.05,48.43,49.7,5.33,28.22,NA,NA,NA,1426.26,NA,49.0168769853147,33350.506,22081.7636,16151.6500558,10974.6365092,55432.2696,27126.286565000002,28305.983034999997,13.38,51.064088191330335,6.87
08317,2004,6.07,415405,203689,8.22,48.67,49.23,5.3,29.2,NA,NA,NA,1463.67,NA,49.03383445071677,34146.291000000005,22016.465,16618.999829700002,10838.7057195,56162.75600000001,27457.7055492,28705.05045080001,13.520000000000001,51.11047337278107,6.18
08317,2005,6.9,416410,204228,8.28,48.28,49.52,5.37,29.54,NA,NA,NA,1489.85,NA,49.044931677913596,34478.748,22361.217,16646.3395344,11073.274658400001,56839.965,27719.6141928,29120.350807199997,13.649999999999999,51.23217582417582,5.84
08317,2006,6.19,416973,204452,8.38,48.39,49.69,5.41,31.19,NA,NA,NA,1528.93,NA,49.032431356466724,34942.337400000004,22558.2393,16908.597067860002,11209.18910817,57500.576700000005,28117.78617603,29382.790523970005,13.790000000000003,51.099992748368386,5.94
08317,2007,4.7,417754,205016,8.38,48.11,49.97,5.47,32.72,NA,NA,NA,1548.5,NA,49.07577186573916,35007.785200000006,22851.143799999998,16842.24545972,11418.71655686,57858.929000000004,28260.96201658,29597.966983420003,13.850000000000001,51.15540072202166,4.87
08317,2008,3.67,417613,205152,8.45,48.05,49.52,5.54,33.26,NA,NA,NA,1580.4,NA,49.124907510063146,35288.2985,23135.7602,16956.027429249996,11456.82845104,58424.058699999994,28412.855880289997,30011.202819709997,13.99,51.36788420300215,4.98
08317,2009,4.76,417267,205256,8.46,47.86,49.37,5.58,31.1,NA,NA,NA,1543.22,NA,49.190566232172685,35300.7882,23283.498600000003,16894.95723252,11495.06325882,58584.2868,28390.02049134,30194.26630866,14.04,51.53987179487179,4.77
08317,2010,4.47,417513,205647,8.45,47.76,48.61,5.59,32.65,NA,NA,NA,1586.9,5.12,49.25523277119515,35279.8485,23338.9767,16849.6556436,11345.07657387,58618.8252,28194.73221747,30424.09298253,14.04,51.90157407407408,4.6
08317,2011,3.61,410408,201869,8.3,47.87,48.69,5.55,35.66,NA,NA,NA,1685.67,4.84,49.18739400791408,34063.864,22777.644,16306.371696799999,11090.4348636,56841.508,27396.8065604,29444.7014396,13.850000000000001,51.801407942238264,3.94
08317,2012,3.62,411700,202806,8.15,47.71,47.98,5.62,34.65,NA,NA,NA,1728.52,4.7,49.26062666990527,33553.55,23137.54,16008.398705000001,11101.391692,56691.090000000004,27109.790397,29581.299603000003,13.770000000000001,52.179803921568634,3.64
08317,2013,3.7,412678,203564,7.99,47.83,47.9,5.77,35.52,24.44,49.24,26.32,1755.89,4.82,49.32756289407237,32972.9722,23811.520599999996,15770.97260326,11405.718367399997,56784.49279999999,27176.690970659998,29607.801829339995,13.759999999999998,52.14064680232558,4.1
08317,2014,3.62,415639,205648,7.96,47.78,47.33,5.89,36.62,24.66,49.29,26.05,1798.32,4.83,49.477551432853986,33084.8644,24481.137099999996,15807.948210319999,11586.922189429999,57566.0015,27394.870399749998,30171.13110025,13.849999999999998,52.411371841155244,4.34
08317,2015,3.42,420106,208393,7.97,47.44,47.5,6.08,37.3,24.94,49.27,25.79,1829.93,4.73,49.60486163016001,33482.4482,25542.4448,15884.07342608,12132.66128,59024.893,28016.734706080002,31008.158293919994,14.049999999999999,52.53403558718861,4.29
08317,2016,3.37,423359,210395,7.91,46.77,47.45,6.09,38.77,25.33,49.55,25.13,1896.49,5.12,49.69659319868008,33487.6969,25782.5631,15662.195840130002,12233.82619095,59270.26,27896.02203108,31374.237968920002,14.000000000000002,52.9342,3.41
08317,2017,3.19,425932,212042,7.85,46.55,47.3,6.07,39.66,25.8,49.75,24.44,1926.19,4.95,49.78306396326174,33435.662,25854.0724,15564.300660999997,12228.9762452,59289.7344,27793.276906199997,31496.457493800004,13.919999999999998,53.12295258620691,4.63
08317,2018,2.95,429479,214221,7.75,46.27,47.24,6,41.18,26.38,50.02,23.61,2017.64,4.52,49.879272327634176,33284.6225,25768.739999999998,15400.794830750001,12173.152776,59053.362499999996,27573.94760675,31479.414893249996,13.749999999999998,53.30672727272727,4.72
08317,2019,2.94,430953,214820,7.6,46.41,47.48,5.9,42.41,26.99,50.2,22.81,2021.19,4.3,49.84766320225175,32752.428,25426.227000000003,15200.401834799999,12072.3725796,58178.655,27272.7744144,30905.8805856,13.5,53.122370370370376,5.07
08317,2020,3.65,432580,215894,7.49,46.47,47.22,5.79,40.83,27.49,50.34,22.17,2054.01,4.41,49.908456239308336,32400.242000000002,25046.382,15056.392457400001,11826.901580400001,57446.624,26883.294037800002,30563.3299622,13.28,53.203004518072284,5.2
08317,2021,3.48,434535,216889,7.31,46.4,46.84,5.81,43.23,29.4,48.92,21.68,2098.9,4.1,49.912895393926846,31764.5085,25246.4835,14738.731944,11825.4528714,57010.992,26564.1848154,30446.8071846,13.119999999999997,53.405152439024384,5.9
08317,2022,3.2,440768,219525,7.18,46.46,46.67,5.77,45.9,31.52,47.66,20.82,2200.33,4.92,49.805112893857995,31647.1424,25432.313599999998,14703.26235904,11869.260757119999,57079.456,26572.52311616,30506.93288384,12.950000000000001,53.44643243243243,6.7
08317,2023,3.59,443482,221342,7.13,46.17,46.23,5.77,NA,33.76,46.51,19.73,NA,4.91,49.910030170333854,31620.266600000003,25588.911399999997,14599.077089220002,11829.753740219998,57209.178,26428.830829439998,30780.347170560002,12.9,53.80316279069768,5.89
08325,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08325,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08325,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08325,2003,5.45,142322,69941,7.96,48.41,48.99,5.24,27.89,NA,NA,NA,1495.95,NA,49.14278888717135,11328.8312,7457.6728,5484.28718392,3653.51390472,18786.504,9137.80108864,9648.70291136,13.200000000000001,51.35975757575757,6.53
08325,2004,5.3,142357,69896,8.06,49.47,48.58,5.15,28.17,NA,NA,NA,1521.42,NA,49.09909593486797,11473.9742,7331.3855,5676.17503674,3561.5870759000004,18805.3597,9237.76211264,9567.59758736,13.209999999999999,50.876971990915976,7.71
08325,2005,5.84,142148,69829,8.05,49.01,49.18,5.26,28.65,NA,NA,NA,1555.72,NA,49.124152291977374,11442.914,7476.9848,5608.1721514,3677.1811246400002,18919.898800000003,9285.353276040001,9634.545523960001,13.310000000000002,50.922817430503386,5.51
08325,2006,5.42,141765,69678,8.19,48.89,49.36,5.28,29.76,NA,NA,NA,1604.63,NA,49.150354459845516,11610.5535,7485.192,5676.39960615,3694.6907711999997,19095.7455,9371.09037735,9724.655122650001,13.47,50.92576837416482,6.18
08325,2007,3.95,141551,69608,8.24,48.55,49.86,5.33,31.29,NA,NA,NA,1634.22,NA,49.17520893529541,11663.8024,7544.6683,5662.7760652,3761.77161438,19208.4707,9424.547679579999,9783.923020420003,13.570000000000002,50.935460574797354,5.84
08325,2008,3.34,141073,69354,8.31,48.4,49.8,5.4,32.19,NA,NA,NA,1662.66,NA,49.16178148901633,11723.1663,7617.942000000001,5674.0124892,3793.7351160000003,19341.1083,9467.7476052,9873.3606948,13.71,51.04857768052516,4.81
08325,2009,4.89,140307,69087,8.4,48.43,49.3,5.39,29.13,NA,NA,NA,1622.69,NA,49.23988111783446,11785.788,7562.547299999999,5707.8571284,3728.3358188999996,19348.3353,9436.1929473,9912.142352699999,13.79,51.229949238578676,5.11
08325,2010,4.26,139316,68701,8.36,48.15,48.83,5.34,32.49,NA,NA,NA,1669.99,3.77,49.313072439633636,11646.817599999998,7439.474399999999,5607.942674399999,3632.695349519999,19086.291999999998,9240.638023919999,9845.653976079999,13.699999999999998,51.584948905109485,5.17
08325,2011,3.02,136049,67102,8.18,47.58,49.02,5.24,35.02,NA,NA,NA,1787.73,3.29,49.32193547912884,11128.8082,7128.9676,5295.08694156,3494.61991752,18257.7758,8789.70685908,9468.068940919999,13.419999999999998,51.857734724292094,4.03
08325,2012,3.06,135553,66948,8.12,46.97,49.33,5.26,36.39,NA,NA,NA,1844.8,3.3,49.388799952785995,11006.9036,7130.0878,5169.94262092,3517.2723117399996,18136.9914,8687.21493266,9449.77646734,13.38,52.10222720478326,4.29
08325,2013,3.3,135319,66920,8,46.89,48.57,5.41,37.21,26.3,48.98,24.72,1878.83,3.29,49.4535135494646,10825.52,7320.7579000000005,5076.086328,3555.6921120300003,18146.2779,8631.77844003,9514.49945997,13.41,52.43223713646532,3.89
08325,2014,2.91,135912,67389,8.03,46.78,48.54,5.62,39.13,26.52,49.01,24.48,1930.18,3.26,49.58281829419035,10913.7336,7638.2544,5105.44457808,3707.60868576,18551.987999999998,8813.05326384,9738.934736159998,13.649999999999999,52.49536996336995,7.25
08325,2015,2.88,137500,68504,8.05,46.88,47.95,5.85,40.61,26.8,48.97,24.23,1963.35,2.98,49.82109090909091,11068.75,8043.749999999999,5189.030000000001,3856.978125,19112.5,9046.008125,10066.491875,13.900000000000002,52.6696762589928,3.81
08325,2016,3.01,138327,69067,7.98,46.77,46.84,5.93,40.85,27.2,49.21,23.59,2007.51,3.42,49.930237769921995,11038.494600000002,8202.7911,5162.7039244200005,3842.1873512400007,19241.2857,9004.89127566,10236.39442434,13.91,53.20015815959741,5.84
08325,2017,2.58,138858,69415,7.94,46.03,46.73,6.01,42.71,27.71,49.38,22.91,2065.65,3.4,49.989917757709314,11025.3252,8345.3658,5074.957189559999,3899.78943834,19370.691,8974.7466279,10395.944372099999,13.95,53.668422939068094,6.13
08325,2018,2.19,139455,69767,7.77,45.75,47.31,5.97,44.13,28.3,49.6,22.1,2144.14,3.11,50.028324549137714,10835.653499999999,8325.4635,4957.31147625,3938.77678185,19161.117,8896.0882581,10265.028741899998,13.74,53.572183406113524,6.66
08325,2019,2.32,139878,70004,7.62,46.17,46.79,5.94,44.55,28.95,49.74,21.31,2148.05,2.82,50.04646906590029,10658.7036,8308.753200000001,4921.12345212,3887.66562228,18967.4568,8808.7890744,10158.6677256,13.56,53.55840707964602,5.55
08325,2020,3.37,140166,70101,7.45,46.73,47.16,5.78,41.65,29.47,49.86,20.67,2142.44,2.86,50.01284191601387,10442.367,8101.594800000001,4879.7180991,3820.71210768,18543.9618,8700.43020678,9843.531593220001,13.23,53.08213907785336,4.87
08325,2021,2.88,140446,70361,7.22,46.2,47.01,5.78,44.24,31.38,48.79,19.83,2192.48,2.48,50.09825840536576,10140.2012,8117.778800000001,4684.7729544,3816.1678138800003,18257.98,8500.940768280001,9757.039231719998,13,53.43986153846153,6.74
08325,2022,2.59,139968,69835,7.03,46.42,46.89,5.58,46.93,32.84,48.2,18.96,2324.4,3.52,49.893547096479196,9839.7504,7810.214400000001,4567.61213568,3662.2095321600004,17649.9648,8229.82166784,9420.143132160001,12.610000000000001,53.372022204599524,6
08325,2023,3.05,140344,70185,6.95,45.84,46.43,5.53,NA,34.67,47.43,17.9,NA,3.52,50.009262953884736,9753.908000000001,7761.0232000000005,4471.191427200001,3603.4430717600003,17514.931200000003,8074.634498960002,9440.29670104,12.480000000000002,53.8985657051282,8.07
08326,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08326,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08326,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08326,2003,6.55,211807,103347,8.16,49,48.04,5.37,25.4,NA,NA,NA,1499.78,NA,48.79300495262196,17283.4512,11374.035899999999,8468.891088,5464.086846359999,28657.4871,13932.977934359998,14724.50916564,13.530000000000001,51.381019955654104,6.9
08326,2004,6.73,211712,103285,8.3,49.03,48.35,5.34,25.87,NA,NA,NA,1527.56,NA,48.785614419588875,17572.096,11305.4208,8615.598668800001,5466.170956800001,28877.5168,14081.769625600002,14795.7471744,13.639999999999999,51.236217008797645,6.58
08326,2005,7.14,211320,103106,8.33,48.99,48.62,5.44,25.85,NA,NA,NA,1579.24,NA,48.791406397879996,17602.956,11495.808,8623.6881444,5589.2618496000005,29098.764,14212.949993999999,14885.814006,13.77,51.156172839506176,6.02
08326,2006,6.24,210617,102825,8.35,48.65,48.92,5.53,27.76,NA,NA,NA,1650.99,NA,48.82084542083497,17586.5195,11647.1201,8555.841736749999,5697.7711529200005,29233.6396,14253.61288967,14980.02671033,13.88,51.24242795389049,5.37
