"Schluesselzahl","Straftat","Kreisschluessel","Kreisart","Kreis","Einwohner","Erfasste_Faelle","Straftaten_HZ","Versuche_Anzahl","Versuche_Anteil_Prozent","Mit_Schusswaffe_gedroht","Mit_Schusswaffe_geschossen","Aufklaerung_Faelle","Aufklaerungsquote","Tatverdaechtige_Insgesamt","Tatverdaechtige_Maennlich","Tatverdaechtige_Weiblich","Nichtdeutsche_Tatverdaechtige_Anzahl","Nichtdeutsche_Tatverdaechtige_Prozent"
"****00","Diebstahl insgesamt und zwar:","01001","KfS","Flensburg",,3294,3653.34279756887,413,12.5,0,0,1572,47.7,980,702,278,363,37
"****00","Diebstahl insgesamt und zwar:","01002","KfS","Kiel",,9491,3845.71748097604,924,9.7,0,0,3181,33.5,1762,1276,486,600,34.1
"****00","Diebstahl insgesamt und zwar:","01003","KfS","Lübeck",,7515,3470.65071814529,935,12.4,0,0,2392,31.8,1572,1114,458,457,29.1
"****00","Diebstahl insgesamt und zwar:","01004","KfS","Neumünster",,3560,4439.12414584269,334,9.4,0,0,1333,37.4,935,706,229,488,52.2
"****00","Diebstahl insgesamt und zwar:","01051","K","Dithmarschen",,2067,1551.88335723349,222,10.7,0,0,724,35,589,399,190,195,33.1
"****00","Diebstahl insgesamt und zwar:","01053","K","Herzogtum Lauenburg",,2897,1462.99092511325,356,12.3,0,0,733,25.3,645,458,187,226,35
"****00","Diebstahl insgesamt und zwar:","01054","K","Nordfriesland",,2683,1616.74229139927,294,11,0,0,783,29.2,606,445,161,149,24.6
"****00","Diebstahl insgesamt und zwar:","01055","K","Ostholstein",,3560,1775.21579343669,436,12.2,0,0,890,25,724,529,195,170,23.5
"****00","Diebstahl insgesamt und zwar:","01056","K","Pinneberg",,6094,1927.85263031354,704,11.6,0,0,1395,22.9,1238,923,315,521,42.1
"****00","Diebstahl insgesamt und zwar:","01057","K","Plön",,1743,1354.45969258505,248,14.2,0,0,487,27.9,396,290,106,97,24.5
"****00","Diebstahl insgesamt und zwar:","01058","K","Rendsburg-Eckernförde",,4589,1674.21871009639,622,13.6,0,0,1293,28.2,997,812,185,339,34
"****00","Diebstahl insgesamt und zwar:","01059","K","Schleswig-Flensburg",,2780,1382.01197080873,404,14.5,0,0,840,30.2,692,537,155,177,25.6
"****00","Diebstahl insgesamt und zwar:","01060","K","Segeberg",,4802,1732.47948047263,529,11,0,0,1170,24.4,1111,810,301,500,45
"****00","Diebstahl insgesamt und zwar:","01061","K","Steinburg",,2127,1623.50301115157,278,13.1,0,0,626,29.4,493,355,138,129,26.2
"****00","Diebstahl insgesamt und zwar:","01062","K","Stormarn",,4428,1813.59458706728,540,12.2,0,0,1043,23.6,941,716,225,387,41.1
"****00","Diebstahl insgesamt und zwar:","02000","KfS","Hamburg",,81780,4427.11420687908,8321,10.2,0,0,18197,22.3,12865,9100,3765,6516,50.6
"****00","Diebstahl insgesamt und zwar:","03101","KfS","Braunschweig",,5720,2293.44923538327,627,11,0,0,2172,38,1734,1249,485,600,34.6
"****00","Diebstahl insgesamt und zwar:","03102","KfS","Salzgitter",,1534,1470.88435243693,197,12.8,0,0,545,35.5,490,347,143,221,45.1
