Schluesselzahl,Straftat,Kreisschluessel,Kreisart,Kreis,Einwohner,Erfasste_Faelle,Straftaten_HZ,Versuche_Anzahl,Versuche_Anteil_Prozent,Mit_Schusswaffe_gedroht,Mit_Schusswaffe_geschossen,Aufklaerung_Faelle,Aufklaerungsquote,Tatverdaechtige_Insgesamt,Tatverdaechtige_Maennlich,Tatverdaechtige_Weiblich,Nichtdeutsche_Tatverdaechtige_Anzahl,Nichtdeutsche_Tatverdaechtige_Prozent
*50*00,DiebstahlKfz,01001,SK,Flensburg,88759,445,501,NA,NA,NA,NA,43,9.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01002,SK,Kiel,239526,1741,727,NA,NA,NA,NA,77,4.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01003,SK,Lübeck,210232,1192,567,NA,NA,NA,NA,38,3.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01004,SK,Neumünster,76830,536,698,NA,NA,NA,NA,72,13.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01051,LK,Dithmarschen,134798,284,211,NA,NA,NA,NA,21,7.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01053,LK,HerzogtumLauenburg,186874,705,377,NA,NA,NA,NA,26,3.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01054,LK,Nordfriesland,165480,400,242,NA,NA,NA,NA,103,25.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01055,LK,Ostholstein,204454,912,446,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01056,LK,Pinneberg,303481,1020,336,NA,NA,NA,NA,69,6.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01057,LK,Plön,134291,453,337,NA,NA,NA,NA,16,3.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01058,LK,Rendsburg-Eckernförde,269778,1049,389,NA,NA,NA,NA,89,8.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01059,LK,Schleswig-Flensburg,197903,427,216,NA,NA,NA,NA,41,9.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01060,LK,Segeberg,259200,1234,476,NA,NA,NA,NA,118,9.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01061,LK,Steinburg,132897,496,373,NA,NA,NA,NA,59,11.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01062,LK,Stormarn,229756,1176,512,NA,NA,NA,NA,55,4.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,02000,SK,Hamburg,1786448,13023,729,NA,NA,NA,NA,521,4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03101,SK,Braunschweig,248867,570,229,NA,NA,NA,NA,57,10,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03102,SK,Salzgitter,102394,152,148,NA,NA,NA,NA,17,11.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03103,SK,Wolfsburg,121451,390,321,NA,NA,NA,NA,163,41.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03151,LK,Gifhorn,172643,224,130,NA,NA,NA,NA,26,11.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03152,LK,Göttingen,258255,426,165,NA,NA,NA,NA,90,21.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03153,LK,Goslar,143014,193,135,NA,NA,NA,NA,22,11.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03154,LK,Helmstedt,92836,196,211,NA,NA,NA,NA,42,21.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03155,LK,Northeim,139060,146,105,NA,NA,NA,NA,33,22.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03156,LK,OsterodeamHarz,77328,91,118,NA,NA,NA,NA,41,45.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03157,LK,Peine,131481,170,129,NA,NA,NA,NA,9,5.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03158,LK,Wolfenbüttel,122040,148,121,NA,NA,NA,NA,23,15.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03241,LK,Region Hannover,1132130,3306,292,NA,NA,NA,NA,707,21.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03251,LK,Diepholz,213558,325,152,NA,NA,NA,NA,82,25.3,NA,NA,NA,NA,NA
