Schluesselzahl,Straftat,Kreisschluessel,Kreisart,Kreis,Einwohner,Erfasste_Faelle,Straftaten_HZ,Versuche_Anzahl,Versuche_Anteil_Prozent,Mit_Schusswaffe_gedroht,Mit_Schusswaffe_geschossen,Aufklaerung_Faelle,Aufklaerungsquote,Tatverdaechtige_Insgesamt,Tatverdaechtige_Maennlich,Tatverdaechtige_Weiblich,Nichtdeutsche_Tatverdaechtige_Anzahl,Nichtdeutsche_Tatverdaechtige_Prozent
*50*00,DiebstahlKfz,01001,SK,Flensburg,87792,465,530,NA,NA,NA,NA,120,25.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01002,SK,Kiel,236902,2897,1223,NA,NA,NA,NA,191,6.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01003,SK,Lübeck,211541,2084,985,NA,NA,NA,NA,127,6.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01004,SK,Neumünster,77595,676,871,NA,NA,NA,NA,42,6.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01051,LK,Dithmarschen,136451,486,356,NA,NA,NA,NA,59,12.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01053,LK,Herzogtum Lauenburg,187094,793,424,NA,NA,NA,NA,65,8.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01054,LK,Nordfriesland,166727,357,214,NA,NA,NA,NA,21,5.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01055,LK,Ostholstein,205688,778,378,NA,NA,NA,NA,38,4.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01056,LK,Pinneberg,301320,1232,409,NA,NA,NA,NA,55,4.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01057,LK,Plön,135422,443,327,NA,NA,NA,NA,46,10.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01058,LK,Rendsburg-Eckernförde,272488,1166,428,NA,NA,NA,NA,117,10,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01059,LK,Schleswig-Flensburg,199101,452,227,NA,NA,NA,NA,58,12.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01060,LK,Segeberg,258336,1232,477,NA,NA,NA,NA,140,11.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01061,LK,Steinburg,134664,469,348,NA,NA,NA,NA,51,10.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01062,LK,Stormarn,226252,1466,648,NA,NA,NA,NA,62,4.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,02000,SK,Hamburg,1770629,18946,1070,NA,NA,NA,NA,815,4.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03101,SK,Braunschweig,245810,1377,560,NA,NA,NA,NA,201,14.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03102,SK,Salzgitter,105320,248,235,NA,NA,NA,NA,89,35.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03103,SK,Wolfsburg,120009,324,270,NA,NA,NA,NA,56,17.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03151,LK,Gifhorn,174401,290,166,NA,NA,NA,NA,34,11.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03152,LK,Göttingen,261260,1103,422,NA,NA,NA,NA,232,21,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03153,LK,Goslar,148091,243,164,NA,NA,NA,NA,40,16.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03154,LK,Helmstedt,95871,313,326,NA,NA,NA,NA,22,7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03155,LK,Northeim,144044,210,146,NA,NA,NA,NA,37,17.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03156,LK,Osterodeam Harz,80300,78,97,NA,NA,NA,NA,11,14.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03157,LK,Peine,133560,280,210,NA,NA,NA,NA,18,6.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03158,LK,Wolfenbüttel,124652,176,141,NA,NA,NA,NA,16,9.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03241,LK,Hannover,1130039,4430,392,NA,NA,NA,NA,735,16.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03251,LK,Diepholz,215142,463,215,NA,NA,NA,NA,67,14.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03252,LK,Hameln-Pyrmont,157867,215,136,NA,NA,NA,NA,26,12.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03254,LK,Hildesheim,288623,652,226,NA,NA,NA,NA,93,14.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03255,LK,Holzminden,76103,87,114,NA,NA,NA,NA,34,39.1,NA,NA,NA,NA,NA
