"Schluesselzahl","Straftat","Kreisschluessel","Kreisart","Kreis","Einwohner","Erfasste_Faelle","Straftaten_HZ","Versuche_Anzahl","Versuche_Anteil_Prozent","Mit_Schusswaffe_gedroht","Mit_Schusswaffe_geschossen","Aufklaerung_Faelle","Aufklaerungsquote","Tatverdaechtige_Insgesamt","Tatverdaechtige_Maennlich","Tatverdaechtige_Weiblich","Nichtdeutsche_Tatverdaechtige_Anzahl","Nichtdeutsche_Tatverdaechtige_Prozent"
"****00","Diebstahl insgesamt und zwar:","01001","KfS","Flensburg",,3869,4246.37538002261,503,13.0007753941587,0,0,1686,43.5771517187904,1023,697,326,410,40.078201368524
"****00","Diebstahl insgesamt und zwar:","01002","KfS","Kiel",,10959,4450.48184110817,1089,9.93703805091705,0,0,3499,31.9280956291632,2158,1432,726,810,37.5347544022243
"****00","Diebstahl insgesamt und zwar:","01003","KfS","Lübeck",,7497,3466.38801167022,848,11.3111911431239,0,0,2549,34.000266773376,1945,1271,674,610,31.3624678663239
"****00","Diebstahl insgesamt und zwar:","01004","KfS","Neumünster",,4842,6090.8724967294,491,10.1404378356051,0,0,1461,30.1734820322181,1021,756,265,565,55.3379040156709
"****00","Diebstahl insgesamt und zwar:","01051","K","Dithmarschen",,2429,1813.10601706365,231,9.51008645533141,0,0,757,31.1650885137917,568,404,164,214,37.6760563380282
"****00","Diebstahl insgesamt und zwar:","01053","K","Herzogtum Lauenburg",,2944,1465.99674333604,376,12.7717391304348,0,0,698,23.7092391304348,636,467,169,263,41.3522012578616
"****00","Diebstahl insgesamt und zwar:","01054","K","Nordfriesland",,3086,1841.72833611841,293,9.49449125081011,0,0,987,31.9831497083603,713,512,201,212,29.7335203366059
"****00","Diebstahl insgesamt und zwar:","01055","K","Ostholstein",,4029,1994.41622857822,558,13.849590469099,0,0,1036,25.7135765698685,861,565,296,212,24.6225319396051
"****00","Diebstahl insgesamt und zwar:","01056","K","Pinneberg",,7346,2307.69714066711,866,11.7887285597604,0,0,1826,24.8570650694255,1419,995,424,633,44.6088794926004
"****00","Diebstahl insgesamt und zwar:","01057","K","Plön",,1782,1374.07758680515,217,12.1773288439955,0,0,525,29.4612794612795,473,327,146,129,27.2727272727273
"****00","Diebstahl insgesamt und zwar:","01058","K","Rendsburg-Eckernförde",,4552,1648.95871444976,476,10.4569420035149,0,0,1305,28.6687170474517,1038,781,257,361,34.7784200385356
