Schluesselzahl,Straftat,Kreisschluessel,Kreisart,Kreis,Einwohner,Erfasste_Faelle,Straftaten_HZ,Versuche_Anzahl,Versuche_Anteil_Prozent,Mit_Schusswaffe_gedroht,Mit_Schusswaffe_geschossen,Aufklaerung_Faelle,Aufklaerungsquote,Tatverdaechtige_Insgesamt,Tatverdaechtige_Maennlich,Tatverdaechtige_Weiblich,Nichtdeutsche_Tatverdaechtige_Anzahl,Nichtdeutsche_Tatverdaechtige_Prozent
*50*00,DiebstahlKfz,01001,SK,Flensburg,85300,595,698,NA,NA,NA,NA,88,14.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01002,SK,Kiel,233039,3785,1624,NA,NA,NA,NA,189,5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01003,SK,Lübeck,212754,1636,769,NA,NA,NA,NA,110,6.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01004,SK,Neumünster,78951,851,1078,NA,NA,NA,NA,53,6.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01051,LK,Dithmarschen,137428,708,515,NA,NA,NA,NA,42,5.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01053,LK,Herzogtum Lauenburg,184896,1307,707,NA,NA,NA,NA,37,2.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01054,LK,Nordfriesland,166342,484,291,NA,NA,NA,NA,67,13.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01055,LK,Ostholstein,205140,1331,649,NA,NA,NA,NA,61,4.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01056,LK,Pinneberg,296941,1942,654,NA,NA,NA,NA,198,10.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01057,LK,Plön,135038,551,408,NA,NA,NA,NA,24,4.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01058,LK,Rendsburg-Eckernförde,273133,1464,536,NA,NA,NA,NA,63,4.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01059,LK,Schleswig-Flensburg,199608,535,268,NA,NA,NA,NA,65,12.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01060,LK,Segeberg,255631,1981,775,NA,NA,NA,NA,277,14,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01061,LK,Steinburg,136996,738,539,NA,NA,NA,NA,21,2.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01062,LK,Stormarn,221974,1532,690,NA,NA,NA,NA,67,4.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,02000,SK,Hamburg,1734083,25214,1454,NA,NA,NA,NA,933,3.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03101,SK,Braunschweig,245076,2088,852,NA,NA,NA,NA,234,11.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03102,SK,Salzgitter,109855,323,294,NA,NA,NA,NA,122,37.8,NA,NA,NA,NA,NA
