"Schluesselzahl","Straftat","Kreisschluessel","Kreisart","Kreis","Einwohner","Erfasste_Faelle","Straftaten_HZ","Versuche_Anzahl","Versuche_Anteil_Prozent","Mit_Schusswaffe_gedroht","Mit_Schusswaffe_geschossen","Aufklaerung_Faelle","Aufklaerungsquote","Tatverdaechtige_Insgesamt","Tatverdaechtige_Maennlich","Tatverdaechtige_Weiblich","Nichtdeutsche_Tatverdaechtige_Anzahl","Nichtdeutsche_Tatverdaechtige_Prozent"
"****00","Diebstahl insgesamt und zwar:","01001","KfS","Flensburg",,3771,4074.55429497569,458,12.1,0,0,1693,44.9,1178,785,393,499,42.4
"****00","Diebstahl insgesamt und zwar:","01002","KfS","Kiel",,13260,5352.88252320188,1399,10.6,0,0,4636,35,2515,1626,889,1023,40.7
"****00","Diebstahl insgesamt und zwar:","01003","KfS","Lübeck",,8100,3713.97785368761,976,12,0,0,2865,35.4,1924,1310,614,648,33.7
"****00","Diebstahl insgesamt und zwar:","01004","KfS","Neumünster",,5386,6774.67233528716,568,10.5,0,0,1988,36.9,1209,930,279,712,58.9
"****00","Diebstahl insgesamt und zwar:","01051","K","Dithmarschen",,2349,1736.75805163694,254,10.8,0,0,793,33.8,679,500,179,256,37.7
"****00","Diebstahl insgesamt und zwar:","01053","K","Herzogtum Lauenburg",,2995,1470.21284951304,391,13.1,0,0,873,29.1,825,593,232,372,45.1
"****00","Diebstahl insgesamt und zwar:","01054","K","Nordfriesland",,3089,1827.34570493898,313,10.1,0,0,1089,35.3,775,565,210,253,32.6
"****00","Diebstahl insgesamt und zwar:","01055","K","Ostholstein",,4080,2003.87021993458,587,14.4,0,0,1149,28.2,1013,685,328,261,25.8
"****00","Diebstahl insgesamt und zwar:","01056","K","Pinneberg",,6957,2159.68708285475,813,11.7,0,0,1865,26.8,1585,1092,493,723,45.6
"****00","Diebstahl insgesamt und zwar:","01057","K","Plön",,1807,1376.59409138695,238,13.2,0,0,609,33.7,540,363,177,172,31.9
"****00","Diebstahl insgesamt und zwar:","01058","K","Rendsburg-Eckernförde",,4443,1592.59299087028,528,11.9,0,0,1252,28.2,1127,836,291,474,42.1
"****00","Diebstahl insgesamt und zwar:","01059","K","Schleswig-Flensburg",,3081,1495.35522573506,320,10.4,0,0,1035,33.6,892,651,241,287,32.2
"****00","Diebstahl insgesamt und zwar:","01060","K","Segeberg",,5303,1860.78010302188,516,9.7,0,0,1625,30.6,1452,1072,380,733,50.5
"****00","Diebstahl insgesamt und zwar:","01061","K","Steinburg",,2155,1627.40996382694,265,12.3,0,0,620,28.8,559,380,179,195,34.9
