Schluesselzahl,Straftat,Kreisschluessel,Kreisart,Kreis,Einwohner,Erfasste_Faelle,Straftaten_HZ,Versuche_Anzahl,Versuche_Anteil_Prozent,Mit_Schusswaffe_gedroht,Mit_Schusswaffe_geschossen,Aufklaerung_Faelle,Aufklaerungsquote,Tatverdaechtige_Insgesamt,Tatverdaechtige_Maennlich,Tatverdaechtige_Weiblich,Nichtdeutsche_Tatverdaechtige_Anzahl,Nichtdeutsche_Tatverdaechtige_Prozent
*50*00,DiebstahlKfz,01001,SK,Flensburg,88502,535,605,NA,NA,NA,NA,89,16.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01002,SK,Kiel,238281,1677,704,NA,NA,NA,NA,104,6.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01003,SK,Lübeck,209818,904,431,NA,NA,NA,NA,64,7.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01004,SK,Neumünster,76897,497,646,NA,NA,NA,NA,38,7.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01051,LK,Dithmarschen,135279,260,192,NA,NA,NA,NA,19,7.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01053,LK,Herzogtum Lauenburg,186629,616,330,NA,NA,NA,NA,42,6.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01054,LK,Nordfriesland,165771,341,206,NA,NA,NA,NA,38,11.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01055,LK,Ostholstein,204948,615,300,NA,NA,NA,NA,73,11.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01056,LK,Pinneberg,302430,931,308,NA,NA,NA,NA,72,7.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01057,LK,Plön,134573,312,232,NA,NA,NA,NA,11,3.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01058,LK,Rendsburg-Eckernförde,270626,858,317,NA,NA,NA,NA,103,12,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01059,LK,Schleswig-Flensburg,198426,433,218,NA,NA,NA,NA,67,15.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01060,LK,Segeberg,258150,1087,421,NA,NA,NA,NA,64,5.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01061,LK,Steinburg,133370,337,253,NA,NA,NA,NA,27,8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01062,LK,Stormarn,228327,1078,472,NA,NA,NA,NA,177,16.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,02000,SK,Hamburg,1774224,14584,822,NA,NA,NA,NA,554,3.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03101,SK,Braunschweig,247400,752,304,NA,NA,NA,NA,118,15.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03102,SK,Salzgitter,103446,142,137,NA,NA,NA,NA,9,6.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03103,SK,Wolfsburg,121109,339,280,NA,NA,NA,NA,79,23.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03151,LK,Gifhorn,173223,187,108,NA,NA,NA,NA,10,5.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03152,LK,Göttingen,259281,589,227,NA,NA,NA,NA,130,22.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03153,LK,Goslar,144680,174,120,NA,NA,NA,NA,29,16.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03154,LK,Helmstedt,93903,243,259,NA,NA,NA,NA,20,8.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03155,LK,Northeim,140553,118,84,NA,NA,NA,NA,15,12.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03156,LK,Osterodeam Harz,78253,102,130,NA,NA,NA,NA,53,52,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03157,LK,Peine,132066,207,157,NA,NA,NA,NA,20,9.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03158,LK,Wolfenbüttel,122806,128,104,NA,NA,NA,NA,19,14.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03241,LK,"Hannover, Region",1130262,3346,296,NA,NA,NA,NA,729,21.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03251,LK,Diepholz,213634,303,142,NA,NA,NA,NA,71,23.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03252,LK,Hameln-Pyrmont,155164,292,188,NA,NA,NA,NA,143,49,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03254,LK,Hildesheim,284551,415,146,NA,NA,NA,NA,82,19.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03255,LK,Holzminden,74094,48,65,NA,NA,NA,NA,13,27.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03256,LK,Nienburg (Weser),122989,260,211,NA,NA,NA,NA,86,33.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03257,LK,Schaumburg,161746,264,163,NA,NA,NA,NA,50,18.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03351,LK,Celle,179247,430,240,NA,NA,NA,NA,104,24.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03352,LK,Cuxhaven,201188,243,121,NA,NA,NA,NA,58,23.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03353,LK,Harburg,245624,710,289,NA,NA,NA,NA,87,12.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03354,LK,Lüchow-Dannenberg,49699,34,68,NA,NA,NA,NA,3,8.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03355,LK,Lüneburg,177042,533,301,NA,NA,NA,NA,51,9.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03356,LK,Osterholz,112029,220,196,NA,NA,NA,NA,19,8.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03357,LK,Rotenburg (Wümme),164064,267,163,NA,NA,NA,NA,41,15.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03358,LK,Soltau-Fallingbostel,140053,317,226,NA,NA,NA,NA,61,19.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03359,LK,Stade,196952,514,261,NA,NA,NA,NA,154,30,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03360,LK,Uelzen,94428,90,95,NA,NA,NA,NA,20,22.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03361,LK,Verden,133328,387,290,NA,NA,NA,NA,86,22.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03401,SK,Delmenhorst *),74512,188,252,NA,NA,NA,NA,16,8.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03402,SK,Emden,51292,125,244,NA,NA,NA,NA,144,115.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03403,SK,Oldenburg (Oldenburg),161334,636,394,NA,NA,NA,NA,152,23.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03404,SK,Osnabrück,163514,536,328,NA,NA,NA,NA,68,12.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03405,SK,Wilhelmshaven,81137,231,285,NA,NA,NA,NA,20,8.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03451,LK,Ammerland,117517,122,104,NA,NA,NA,NA,42,34.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03452,LK,Aurich,188973,221,117,NA,NA,NA,NA,75,33.9,NA,NA,NA,NA,NA
