Schluesselzahl,Straftat,Kreisschluessel,Kreisart,Kreis,Einwohner,Erfasste_Faelle,Straftaten_HZ,Versuche_Anzahl,Versuche_Anteil_Prozent,Mit_Schusswaffe_gedroht,Mit_Schusswaffe_geschossen,Aufklaerung_Faelle,Aufklaerungsquote,Tatverdaechtige_Insgesamt,Tatverdaechtige_Maennlich,Tatverdaechtige_Weiblich,Nichtdeutsche_Tatverdaechtige_Anzahl,Nichtdeutsche_Tatverdaechtige_Prozent
------,Straftaten insgesamt,01001,NA,Flensburg,84694,10828,12784.848985760502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01002,NA,Kiel,243148,26078,10725.155049599422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01003,NA,Lübeck,214420,22881,10671.11276933122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01004,NA,Neumünster,77588,17418,22449.347837294426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01051,NA,Dithmarschen,132685,7345,5535.667181670875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01053,NA,Herzogtum Lauenburg,190703,10615,5566.246991394996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01054,NA,Nordfriesland,162203,8938,5510.378969562832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01055,NA,Ostholstein,198355,13543,6827.657482795997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01056,NA,Pinneberg,304087,19779,6504.388546698807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01057,NA,Plön,126865,5850,4611.200882828203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01058,NA,Rendsburg-Eckernförde,268628,13195,4911.997260151585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01059,NA,Schleswig-Flensburg,195593,9721,4970.014264314163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01060,NA,Segeberg,264972,15252,5756.079887686246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01061,NA,Steinburg,130218,7380,5667.419250794821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,01062,NA,Stormarn,236705,13775,5819.479943389451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,02000,NA,Hamburg,1762791,243313,13802.713991618972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03101,NA,Braunschweig,248502,25497,10260.279595335249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03102,NA,Salzgitter,98966,6379,6445.648000323344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03103,NA,Wolfsburg,123027,9606,7808.0421370918575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03151,NA,Gifhorn,172541,7756,4495.16346839302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03152,NA,Göttingen,250220,21825,8722.32435456798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03153,NA,Goslar,137256,9687,7057.614967651687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03154,NA,Helmstedt,90908,5949,6543.9785277423325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03155,NA,Northeim,133905,7589,5667.450804674956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03156,NA,Osterode am Harz,73793,4002,5423.278630764436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03157,NA,Peine,130601,6547,5012.978461114387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03158,NA,Wolfenbüttel,120035,4841,4032.990377806473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03241,NA,Region Hannover,1128037,121119,10737.147806321957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03251,NA,Diepholz,211093,11834,5606.05988829568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03252,NA,Hameln-Pyrmont,147813,9560,6467.631399132688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03254,NA,Hildesheim,274554,17443,6353.212847017345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03255,NA,Holzminden,71438,3643,5099.526862454156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03256,NA,Nienburg (Weser),119631,6345,5303.809213330993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03257,NA,Schaumburg,155847,9520,6108.55518553453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03351,NA,Celle,176157,13279,7538.161980506025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03352,NA,Cuxhaven,196787,10404,5286.934604420007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03353,NA,Harburg,245199,14639,5970.25273349402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03354,NA,Lüchow-Dannenberg,48728,2785,5715.399770152684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03355,NA,Lüneburg,178122,13130,7371.352219265447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03356,NA,Osterholz,111484,6207,5567.615083778838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03357,NA,Rotenburg (Wümme),161842,10205,6305.532556443939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03358,NA,Landkreis Heidekreis,136200,11248,8258.443465491924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03359,NA,Stade,197448,11825,5988.918601353268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03360,NA,Uelzen,92533,6066,6555.499119233138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03361,NA,Verden,133215,8690,6523.289419359682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03401,NA,Delmenhorst,74804,6609,8835.08903267205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03402,NA,Emden,50016,4598,9193.058221369161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03403,NA,Oldenburg (Oldenburg),160907,14598,9072.32127875108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03404,NA,Osnabrück,156897,17756,11316.97865478626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03405,NA,Wilhelmshaven,75534,10180,13477.374427410174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03451,NA,Ammerland,119917,5013,4180.391437410876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03452,NA,Aurich,187998,11174,5943.6802519175735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03453,NA,Cloppenburg,162350,7787,4796.427471512165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03454,NA,Emsland,315757,18328,5804.463559002651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03455,NA,Friesland,96937,5612,5789.32708872773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03456,NA,Grafschaft Bentheim,134329,8309,6185.559335660952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
------,Straftaten insgesamt,03457,NA,Leer,165809,9934,5991.230874078005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
