Schluesselzahl,Straftat,Kreisschluessel,Kreisart,Kreis,Einwohner,Erfasste_Faelle,Straftaten_HZ,Versuche_Anzahl,Versuche_Anteil_Prozent,Mit_Schusswaffe_gedroht,Mit_Schusswaffe_geschossen,Aufklaerung_Faelle,Aufklaerungsquote,Tatverdaechtige_Insgesamt,Tatverdaechtige_Maennlich,Tatverdaechtige_Weiblich,Nichtdeutsche_Tatverdaechtige_Anzahl,Nichtdeutsche_Tatverdaechtige_Prozent
*50*00,DiebstahlKfz,01001,SK,Flensburg,85762,408,476,NA,NA,NA,NA,59,14.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01002,SK,Kiel,233329,2807,1203,NA,NA,NA,NA,182,6.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01003,SK,Lübeck,211874,1799,849,NA,NA,NA,NA,83,4.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01004,SK,Neumünster,78555,676,861,NA,NA,NA,NA,39,5.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01051,LK,Dithmarschen,137398,492,358,NA,NA,NA,NA,31,6.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01053,LK,Herzogtum Lauenburg,185958,1404,755,NA,NA,NA,NA,44,3.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01054,LK,Nordfriesland,166610,430,258,NA,NA,NA,NA,25,5.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01055,LK,Ostholstein,205589,1859,904,NA,NA,NA,NA,251,13.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01056,LK,Pinneberg,298272,1661,557,NA,NA,NA,NA,81,4.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01057,LK,Plön,135446,725,535,NA,NA,NA,NA,13,1.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01058,LK,Rendsburg-Eckernförde,273130,1516,555,NA,NA,NA,NA,82,5.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01059,LK,Schleswig-Flensburg,199999,724,362,NA,NA,NA,NA,48,6.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01060,LK,Segeberg,256166,1962,766,NA,NA,NA,NA,110,5.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01061,LK,Steinburg,136978,603,440,NA,NA,NA,NA,42,7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,01062,LK,Stormarn,223694,2015,901,NA,NA,NA,NA,46,2.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,02000,SK,Hamburg,1734830,22327,1287,NA,NA,NA,NA,759,3.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03101,SK,Braunschweig,245872,1994,811,NA,NA,NA,NA,303,15.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03102,SK,Salzgitter,108763,348,320,NA,NA,NA,NA,53,15.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03103,SK,Wolfsburg,122148,1358,1112,NA,NA,NA,NA,68,5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03151,LK,Gifhorn,175192,499,285,NA,NA,NA,NA,49,9.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03152,LK,Göttingen,263611,1769,671,NA,NA,NA,NA,175,9.9,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03153,LK,Goslar,152758,422,276,NA,NA,NA,NA,59,14,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03154,LK,Helmstedt,98470,505,513,NA,NA,NA,NA,42,8.3,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03155,LK,Northeim,147772,383,259,NA,NA,NA,NA,23,6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03156,LK,Osterodeam Harz,82706,128,155,NA,NA,NA,NA,38,29.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03157,LK,Peine,134492,413,307,NA,NA,NA,NA,20,4.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03158,LK,Wolfenbüttel,127134,234,184,NA,NA,NA,NA,82,35,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03241,LK,Hannover,1128336,7120,631,NA,NA,NA,NA,655,9.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03251,LK,Diepholz,215273,1115,518,NA,NA,NA,NA,180,16.1,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03252,LK,Hameln-Pyrmont,160469,323,201,NA,NA,NA,NA,99,30.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03254,LK,Hildesheim,291620,863,296,NA,NA,NA,NA,101,11.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03255,LK,Holzminden,78683,86,109,NA,NA,NA,NA,10,11.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03256,LK,Nienburg (Weser),126134,385,305,NA,NA,NA,NA,54,14,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03257,LK,Schaumburg,166111,533,321,NA,NA,NA,NA,36,6.8,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03351,LK,Celle,182737,725,397,NA,NA,NA,NA,235,32.4,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03352,LK,Cuxhaven,206308,751,364,NA,NA,NA,NA,56,7.5,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03353,LK,Harburg,239973,1466,611,NA,NA,NA,NA,126,8.6,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03354,LK,Lüchow-Dannenberg,51578,80,155,NA,NA,NA,NA,12,15,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03355,LK,Lüneburg,174566,793,454,NA,NA,NA,NA,160,20.2,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03356,LK,Osterholz,112793,427,379,NA,NA,NA,NA,63,14.7,NA,NA,NA,NA,NA
*50*00,DiebstahlKfz,03357,LK,Rotenburg (Wümme),164932,754,457,NA,NA,NA,NA,163,21.6,NA,NA,NA,NA,NA
