"Schluesselzahl","Straftat","Kreisschluessel","Kreisart","Kreis","Einwohner","Erfasste_Faelle","Straftaten_HZ","Versuche_Anzahl","Versuche_Anteil_Prozent","Mit_Schusswaffe_gedroht","Mit_Schusswaffe_geschossen","Aufklaerung_Faelle","Aufklaerungsquote","Tatverdaechtige_Insgesamt","Tatverdaechtige_Maennlich","Tatverdaechtige_Weiblich","Nichtdeutsche_Tatverdaechtige_Anzahl","Nichtdeutsche_Tatverdaechtige_Prozent"
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01001",NA,"Flensburg",92550,3771,4074.55429497569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01002",NA,"Kiel",247717,13260,5352.88252320188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01003",NA,"Lübeck",218095,8100,3713.97785368761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01004",NA,"Neumünster",79502,5386,6774.67233528716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01051",NA,"Dithmarschen",135252,2349,1736.75805163694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01053",NA,"Herzogtum Lauenburg",203712,2995,1470.21284951304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01054",NA,"Nordfriesland",169043,3089,1827.34570493898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01055",NA,"Ostholstein",203606,4080,2003.87021993458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01056",NA,"Pinneberg",322130,6957,2159.68708285475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01057",NA,"Plön",131266,1807,1376.59409138695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01058",NA,"Rendsburg-Eckernförde",278979,4443,1592.59299087028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01059",NA,"Schleswig-Flensburg",206038,3081,1495.35522573506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01060",NA,"Segeberg",284988,5303,1860.78010302188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01061",NA,"Steinburg",132419,2155,1627.40996382694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","01062",NA,"Stormarn",247973,5049,2036.1087699064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","02000",NA,"Hamburg",1892122,98555,5208.70218727968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03101",NA,"Braunschweig",251804,7830,3109.56140490223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03102",NA,"Salzgitter",104548,2044,1955.08283276581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03103",NA,"Wolfsburg",125961,3697,2935.03544747978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03151",NA,"Gifhorn",180232,2316,1285.01043100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03153",NA,"Goslar",134672,2509,1863.04502791969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03154",NA,"Helmstedt",92470,1748,1890.34281388558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03155",NA,"Northeim",133258,1842,1382.28098875865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03157",NA,"Peine",138931,2263,1628.86612779005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03158",NA,"Wolfenbüttel",120531,1615,1339.90425699613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03159",NA,"Göttingen",328458,8213,2500.47190203923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03241",NA,"Region Hannover",1173891,40456,3446.31656601848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03251",NA,"Diepholz",222816,4229,1897.97860117765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03252",NA,"Hameln-Pyrmont",150640,2189,1453.13329792884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03254",NA,"Hildesheim",278371,5877,2111.2112971538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03255",NA,"Holzminden",70911,862,1215.60829772532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03256",NA,"Nienburg (Weser)",123469,2656,2151.14725153682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03257",NA,"Schaumburg",159960,2467,1542.26056514129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03351",NA,"Celle",181994,3448,1894.56795278965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03352",NA,"Cuxhaven",201413,3544,1759.56864750537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03353",NA,"Harburg",261890,4816,1838.94001298255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03354",NA,"Lüchow-Dannenberg",49178,646,1313.59551018748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03355",NA,"Lüneburg",187552,5621,2997.03548882443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03356",NA,"Osterholz",116551,1577,1353.05574383746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03357",NA,"Rotenburg (Wümme)",167604,3423,2042.31402591824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03358",NA,"Heidekreis",145394,2979,2048.91536101902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03359",NA,"Stade",210306,4175,1985.20251443135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03360",NA,"Uelzen",94362,1859,1970.07269875586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03361",NA,"Verden",140913,2645,1877.04470134054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03401",NA,"Delmenhorst",78385,1962,2503.02991643809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03402",NA,"Emden",50535,1408,2786.18779064015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03403",NA,"Oldenburg (Oldenburg)",172830,6307,3649.25070878898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03404",NA,"Osnabrück",167366,6795,4059.96438942199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03405",NA,"Wilhelmshaven",76089,3264,4289.71336198399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03451",NA,"Ammerland",128253,1662,1295.87611985685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03452",NA,"Aurich",192072,3157,1643.65446290974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03453",NA,"Cloppenburg",177701,2399,1350.02054012076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03454",NA,"Emsland",338052,6253,1849.71542839563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03455",NA,"Friesland",100277,1368,1364.22110753214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03456",NA,"Grafschaft Bentheim",141269,2257,1597.66119955546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03457",NA,"Leer",174348,2774,1591.07073209902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03458",NA,"Oldenburg",133913,1735,1295.61730377185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03459",NA,"Osnabrück",366221,4606,1257.7105081358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03460",NA,"Vechta",146924,2522,1716.53371811277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03461",NA,"Wesermarsch",89568,1192,1330.8324401572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","03462",NA,"Wittmund",58359,723,1238.88346270498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","04011",NA,"Bremen",569396,36436,6399.06146161898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","04012",NA,"Bremerhaven",115468,5293,4583.95399591229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","05111",NA,"Düsseldorf",629047,33185,5275.44046788237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"****00","Diebstahl insgesamt und zwar: Flensburg KfS","05112",NA,"Duisburg",502211,18928,3768.93377484762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
